,subj,condition,yvalue,decision-maker-ID,colour
103,wide_resnet50_2_l2_eps0_01,270,0.63125,wide_resnet50_2_l2_eps0_01,
104,wide_resnet50_2_l2_eps0_03,0,0.96875,wide_resnet50_2_l2_eps0_03,
105,wide_resnet50_2_l2_eps0_03,90,0.7125,wide_resnet50_2_l2_eps0_03,
106,wide_resnet50_2_l2_eps0_03,180,0.759375,wide_resnet50_2_l2_eps0_03,
107,wide_resnet50_2_l2_eps0_03,270,0.678125,wide_resnet50_2_l2_eps0_03,
108,wide_resnet50_2_l2_eps0_05,0,0.978125,wide_resnet50_2_l2_eps0_05,
109,wide_resnet50_2_l2_eps0_05,90,0.69375,wide_resnet50_2_l2_eps0_05,
110,wide_resnet50_2_l2_eps0_05,180,0.73125,wide_resnet50_2_l2_eps0_05,
111,wide_resnet50_2_l2_eps0_05,270,0.634375,wide_resnet50_2_l2_eps0_05,
112,wide_resnet50_2_l2_eps0_1,0,0.965625,wide_resnet50_2_l2_eps0_1,
113,wide_resnet50_2_l2_eps0_1,90,0.609375,wide_resnet50_2_l2_eps0_1,
114,wide_resnet50_2_l2_eps0_1,180,0.759375,wide_resnet50_2_l2_eps0_1,
115,wide_resnet50_2_l2_eps0_1,270,0.628125,wide_resnet50_2_l2_eps0_1,
116,wide_resnet50_2_l2_eps0_25,0,0.978125,wide_resnet50_2_l2_eps0_25,
117,wide_resnet50_2_l2_eps0_25,90,0.696875,wide_resnet50_2_l2_eps0_25,
118,wide_resnet50_2_l2_eps0_25,180,0.721875,wide_resnet50_2_l2_eps0_25,
119,wide_resnet50_2_l2_eps0_25,270,0.640625,wide_resnet50_2_l2_eps0_25,
120,wide_resnet50_2_l2_eps0_5,0,0.9625,wide_resnet50_2_l2_eps0_5,
121,wide_resnet50_2_l2_eps0_5,90,0.6375,wide_resnet50_2_l2_eps0_5,
122,wide_resnet50_2_l2_eps0_5,180,0.68125,wide_resnet50_2_l2_eps0_5,
123,wide_resnet50_2_l2_eps0_5,270,0.590625,wide_resnet50_2_l2_eps0_5,
124,wide_resnet50_2_l2_eps1,0,0.953125,wide_resnet50_2_l2_eps1,
125,wide_resnet50_2_l2_eps1,90,0.6125,wide_resnet50_2_l2_eps1,
126,wide_resnet50_2_l2_eps1,180,0.6625,wide_resnet50_2_l2_eps1,
127,wide_resnet50_2_l2_eps1,270,0.58125,wide_resnet50_2_l2_eps1,
128,wide_resnet50_2_l2_eps3,0,0.93125,wide_resnet50_2_l2_eps3,
129,wide_resnet50_2_l2_eps3,90,0.525,wide_resnet50_2_l2_eps3,
130,wide_resnet50_2_l2_eps3,180,0.625,wide_resnet50_2_l2_eps3,
131,wide_resnet50_2_l2_eps3,270,0.528125,wide_resnet50_2_l2_eps3,
132,wide_resnet50_2_l2_eps5,0,0.8875,wide_resnet50_2_l2_eps5,
133,wide_resnet50_2_l2_eps5,90,0.46875,wide_resnet50_2_l2_eps5,
